satisfaction_id,consult_id,customer_id,survey_date,csat,nps,comment,consult_date,channel,category,duration_min,status,is_recontact,agent_id,region,plan,churn_yn
SAT0190,CON0190,C077,2024-10-24,3,6,그럭저럭이에요.,2024-10-21,채팅,해지문의,3.0,미해결,Y,AG12,서울,베이직,N
SAT0191,CON0191,C078,2024-08-28,4,5,도움이 됐습니다.,2024-08-25,채팅,해지문의,4.0,완료,N,AG01,인천,스탠다드,N
SAT0192,CON0192,C079,2024-01-28,5,5,문제가 바로 해결됐어요. 최고입니다.,2024-01-25,전화,해지문의,13.0,완료,Y,AG05,부산,스탠다드,N
SAT0193,CON0193,C079,2024-10-29,3,5,해결은 됐는데 시간이 좀 걸렸어요.,2024-10-26,앱,부가서비스,5.0,미해결,N,AG16,부산,스탠다드,N
SAT0194,CON0194,C079,2024-06-25,5,7,빠른 처리에 매우 만족합니다.,2024-06-22,전화,기타,25.0,재문의,N,AG03,부산,스탠다드,N
SAT0195,CON0195,C079,2024-06-20,2,5,기대보다 별로였어요.,2024-06-19,채팅,장애신고,6.0,완료,N,AG16,부산,스탠다드,N
SAT0196,CON0196,C080,2024-06-21,2,6,,2024-06-18,이메일,요금문의,,재문의,N,AG17,서울,스탠다드,N
SAT0197,CON0197,C080,2024-06-08,2,3,,2024-06-05,이메일,해지문의,,재문의,N,AG09,서울,스탠다드,N
SAT0198,CON0198,C080,2024-06-23,2,6,기대보다 별로였어요.,2024-06-20,앱,해지문의,3.0,완료,N,AG06,서울,스탠다드,N
SAT0199,CON0199,C081,2024-11-16,4,7,도움이 됐습니다.,2024-11-13,전화,장애신고,13.0,완료,N,AG16,인천,스탠다드,N
SAT0200,CON0200,C081,2024-07-26,3,5,보통이에요.,2024-07-25,채팅,요금문의,4.0,완료,N,AG03,인천,스탠다드,N
SAT0201,CON0201,C081,2024-03-20,3,5,보통이에요.,2024-03-18,전화,해지문의,20.0,재문의,N,AG19,인천,스탠다드,N
SAT0202,CON0202,C081,2024-08-12,3,10,,2024-08-10,채팅,장애신고,7.0,완료,N,AG11,인천,스탠다드,N
SAT0203,CON0203,C082,2024-10-20,4,8,도움이 됐습니다.,2024-10-18,전화,요금문의,37.0,완료,N,AG16,기타,스탠다드,N
SAT0204,CON0204,C082,2024-03-18,2,3,처리가 느렸어요.,2024-03-17,이메일,해지문의,,완료,N,AG02,기타,스탠다드,N
SAT0205,CON0205,C082,2024-02-09,4,8,,2024-02-06,전화,장애신고,12.0,완료,N,AG02,기타,스탠다드,N
SAT0206,CON0206,C082,2024-06-06,4,7,대체로 만족스러웠어요.,2024-06-05,채팅,부가서비스,16.0,완료,Y,AG08,기타,스탠다드,N
SAT0207,CON0207,C083,2024-01-23,3,4,,2024-01-21,전화,해지문의,26.0,완료,N,AG01,기타,스탠다드,N
SAT0208,CON0208,C083,2024-01-14,4,7,상담사가 친절했어요.,2024-01-12,전화,해지문의,11.0,재문의,N,AG01,기타,스탠다드,N
SAT0209,CON0209,C084,2024-08-06,4,8,상담사가 친절했어요.,2024-08-04,전화,장애신고,17.0,재문의,N,AG11,서울,프리미엄,N
SAT0210,CON0210,C084,2024-04-18,4,8,,2024-04-17,전화,요금문의,24.0,완료,N,AG16,서울,프리미엄,N
SAT0211,CON0211,C085,2024-09-25,3,6,보통이에요.,2024-09-22,이메일,요금문의,,완료,Y,AG19,경기,스탠다드,N
SAT0212,CON0212,C085,2024-12-26,4,5,도움이 됐습니다.,2024-12-25,전화,해지문의,19.0,재문의,N,AG08,경기,스탠다드,N
SAT0213,CON0213,C086,2024-09-15,3,7,그럭저럭이에요.,2024-09-13,전화,부가서비스,18.0,완료,N,AG20,경기,스탠다드,N
SAT0214,CON0214,C086,2024-08-11,4,4,대체로 만족스러웠어요.,2024-08-10,이메일,요금문의,,미해결,N,AG15,경기,스탠다드,N
SAT0215,CON0215,C086,2024-08-27,2,3,,2024-08-26,이메일,요금문의,,미해결,N,AG04,경기,스탠다드,N
SAT0216,CON0216,C087,2024-06-24,2,4,처리가 느렸어요.,2024-06-22,채팅,기타,7.0,완료,N,AG14,기타,스탠다드,N
SAT0217,CON0217,C087,2024-04-25,4,6,대체로 만족스러웠어요.,2024-04-22,전화,장애신고,29.0,완료,N,AG18,기타,스탠다드,N
SAT0218,CON0218,C087,2024-11-21,2,3,개선이 필요한 것 같아요.,2024-11-19,이메일,해지문의,,완료,N,AG19,기타,스탠다드,N
SAT0219,CON0219,C088,2024-09-11,4,6,도움이 됐습니다.,2024-09-10,채팅,부가서비스,12.0,미해결,N,AG09,서울,스탠다드,N
SAT0220,CON0220,C088,2024-06-08,5,4,빠른 처리에 매우 만족합니다.,2024-06-05,채팅,부가서비스,10.0,완료,N,AG12,서울,스탠다드,N
SAT0221,CON0221,C089,2024-07-01,2,3,개선이 필요한 것 같아요.,2024-06-29,채팅,명의변경,6.0,재문의,N,AG16,경기,스탠다드,N
SAT0222,CON0222,C089,2024-11-20,4,4,대체로 만족스러웠어요.,2024-11-18,채팅,해지문의,4.0,재문의,N,AG03,경기,스탠다드,N
SAT0223,CON0223,C089,2024-11-18,4,8,,2024-11-16,앱,요금문의,6.0,완료,Y,AG07,경기,스탠다드,N
SAT0224,CON0224,C090,2024-06-19,4,5,대체로 만족스러웠어요.,2024-06-16,전화,기타,16.0,완료,Y,AG14,경기,프리미엄,N
SAT0225,CON0225,C090,2024-10-01,1,5,다음엔 이용하고 싶지 않아요.,2024-09-29,채팅,기타,6.0,완료,N,AG18,경기,프리미엄,N
SAT0226,CON0226,C090,2024-08-31,4,5,상담사가 친절했어요.,2024-08-28,전화,장애신고,27.0,완료,N,AG17,경기,프리미엄,N
SAT0227,CON0227,C091,2024-03-11,2,5,기대보다 별로였어요.,2024-03-09,이메일,해지문의,,완료,Y,AG18,인천,스탠다드,N
SAT0228,CON0228,C091,2024-10-17,3,3,그럭저럭이에요.,2024-10-15,이메일,해지문의,,재문의,N,AG12,인천,스탠다드,N
SAT0229,CON0229,C093,2024-07-01,4,5,도움이 됐습니다.,2024-06-30,채팅,해지문의,3.0,미해결,N,AG06,대구,베이직,N
SAT0230,CON0230,C093,2024-11-29,4,2,,2024-11-27,이메일,장애신고,,미해결,N,AG11,대구,베이직,N
SAT0231,CON0231,C094,2024-05-05,3,6,그럭저럭이에요.,2024-05-03,전화,요금문의,15.0,완료,N,AG18,대구,베이직,N
SAT0232,CON0232,C094,2024-09-16,5,5,문제가 바로 해결됐어요. 최고입니다.,2024-09-15,전화,요금문의,10.0,완료,N,AG05,대구,베이직,N
SAT0233,CON0233,C094,2024-01-30,4,6,상담사가 친절했어요.,2024-01-28,채팅,장애신고,9.0,미해결,N,AG20,대구,베이직,N
SAT0234,CON0234,C094,2024-10-24,5,5,문제가 바로 해결됐어요. 최고입니다.,2024-10-23,전화,장애신고,12.0,완료,N,AG12,대구,베이직,N
SAT0235,CON0235,C095,2024-05-09,3,3,보통이에요.,2024-05-07,채팅,요금문의,12.0,재문의,Y,AG13,서울,베이직,N
SAT0236,CON0236,C095,2024-03-16,3,8,,2024-03-14,전화,해지문의,14.0,완료,N,AG17,서울,베이직,N
SAT0237,CON0237,C095,2024-03-24,2,5,기대보다 별로였어요.,2024-03-21,채팅,부가서비스,10.0,완료,N,AG04,서울,베이직,N
SAT0238,CON0238,C096,2024-01-29,1,8,너무 불만족스러워요.,2024-01-27,채팅,요금문의,8.0,완료,N,AG09,서울,프리미엄,N
SAT0239,CON0239,C096,2024-02-03,2,5,,2024-02-02,이메일,기타,,완료,N,AG07,서울,프리미엄,N
SAT0240,CON0240,C096,2024-08-13,3,6,해결은 됐는데 시간이 좀 걸렸어요.,2024-08-10,채팅,명의변경,8.0,완료,Y,AG18,서울,프리미엄,N
SAT0241,CON0241,C096,2024-10-16,5,8,문제가 바로 해결됐어요. 최고입니다.,2024-10-14,전화,해지문의,20.0,재문의,N,AG18,서울,프리미엄,N
SAT0242,CON0242,C097,2024-08-13,2,6,처리가 느렸어요.,2024-08-12,전화,요금문의,26.0,완료,N,AG01,기타,베이직,Y
SAT0243,CON0243,C097,2024-08-04,1,6,,2024-08-03,이메일,해지문의,,미해결,N,AG05,기타,베이직,Y
SAT0244,CON0244,C097,2024-09-02,4,2,도움이 됐습니다.,2024-08-31,이메일,부가서비스,,미해결,Y,AG08,기타,베이직,Y
SAT0245,CON0245,C097,2024-09-03,2,3,처리가 느렸어요.,2024-09-02,전화,해지문의,21.0,완료,N,AG15,기타,베이직,Y
SAT0246,CON0246,C097,2024-08-07,3,2,보통이에요.,2024-08-05,채팅,해지문의,7.0,완료,N,AG15,기타,베이직,Y
SAT0247,CON0247,C097,2024-08-01,3,5,보통이에요.,2024-07-30,전화,해지문의,8.0,완료,N,AG02,기타,베이직,Y
SAT0248,CON0248,C098,2024-04-17,3,6,보통이에요.,2024-04-16,전화,명의변경,20.0,완료,N,AG06,인천,프리미엄,N
SAT0249,CON0249,C098,2024-10-21,3,9,보통이에요.,2024-10-19,전화,해지문의,9.0,재문의,N,AG02,인천,프리미엄,N
SAT0250,CON0250,C098,2024-08-16,4,7,도움이 됐습니다.,2024-08-13,전화,해지문의,22.0,완료,N,AG18,인천,프리미엄,N
SAT0251,CON0251,C098,2024-11-09,5,7,,2024-11-08,전화,해지문의,10.0,완료,N,AG04,인천,프리미엄,N
SAT0252,CON0252,C099,2024-06-09,3,5,보통이에요.,2024-06-08,채팅,해지문의,10.0,완료,N,AG08,서울,스탠다드,N
SAT0253,CON0253,C099,2024-08-17,3,4,그럭저럭이에요.,2024-08-16,채팅,요금문의,9.0,미해결,N,AG12,서울,스탠다드,N
SAT0254,CON0254,C099,2024-09-26,5,6,정말 친절하게 도와주셔서 감사해요!,2024-09-24,전화,기타,11.0,완료,N,AG11,서울,스탠다드,N
SAT0255,CON0255,C100,2024-10-19,3,7,,2024-10-16,전화,해지문의,15.0,완료,N,AG19,경기,스탠다드,N
SAT0256,CON0256,C100,2024-02-04,4,5,,2024-02-01,전화,부가서비스,12.0,재문의,N,AG03,경기,스탠다드,N
SAT0257,CON0257,C100,2024-05-11,2,4,기대보다 별로였어요.,2024-05-09,채팅,요금문의,11.0,완료,N,AG20,경기,스탠다드,N
SAT0258,CON0258,C101,2024-01-22,3,7,보통이에요.,2024-01-21,채팅,부가서비스,11.0,완료,N,AG10,서울,스탠다드,N
SAT0259,CON0259,C101,2024-11-02,5,5,문제가 바로 해결됐어요. 최고입니다.,2024-10-31,전화,장애신고,15.0,완료,N,AG08,서울,스탠다드,N
SAT0260,CON0260,C101,2024-05-23,3,3,해결은 됐는데 시간이 좀 걸렸어요.,2024-05-21,채팅,요금문의,5.0,재문의,N,AG02,서울,스탠다드,N
SAT0261,CON0261,C101,2024-07-16,2,5,,2024-07-13,이메일,요금문의,,완료,N,AG07,서울,스탠다드,N
SAT0262,CON0262,C102,2024-11-08,3,6,그럭저럭이에요.,2024-11-05,전화,장애신고,14.0,완료,N,AG01,서울,베이직,N
SAT0263,CON0263,C102,2024-06-12,5,2,,2024-06-09,이메일,해지문의,,재문의,N,AG16,서울,베이직,N
SAT0264,CON0264,C102,2024-07-04,4,2,도움이 됐습니다.,2024-07-03,전화,명의변경,17.0,완료,N,AG03,서울,베이직,N
SAT0265,CON0265,C102,2024-11-04,3,7,보통이에요.,2024-11-01,전화,요금문의,26.0,완료,N,AG18,서울,베이직,N
SAT0266,CON0266,C103,2024-04-24,4,8,상담사가 친절했어요.,2024-04-21,채팅,요금문의,9.0,완료,N,AG10,서울,프리미엄,N
SAT0267,CON0267,C103,2024-09-25,4,6,대체로 만족스러웠어요.,2024-09-22,전화,부가서비스,8.0,재문의,N,AG17,서울,프리미엄,N
SAT0268,CON0268,C103,2024-02-08,4,4,,2024-02-05,채팅,명의변경,6.0,완료,N,AG13,서울,프리미엄,N
SAT0269,CON0269,C104,2024-01-15,3,7,해결은 됐는데 시간이 좀 걸렸어요.,2024-01-12,채팅,해지문의,7.0,완료,N,AG10,서울,스탠다드,N
SAT0270,CON0270,C104,2024-11-22,3,1,,2024-11-20,이메일,요금문의,,미해결,Y,AG09,서울,스탠다드,N
SAT0271,CON0271,C104,2024-12-14,4,5,상담사가 친절했어요.,2024-12-13,전화,요금문의,12.0,완료,N,AG16,서울,스탠다드,N
SAT0272,CON0272,C104,2024-01-16,4,6,상담사가 친절했어요.,2024-01-15,이메일,해지문의,,완료,Y,AG15,서울,스탠다드,N
SAT0273,CON0273,C105,2024-11-11,4,10,도움이 됐습니다.,2024-11-09,전화,명의변경,20.0,완료,N,AG06,부산,프리미엄,N
SAT0274,CON0274,C105,2024-08-08,4,5,,2024-08-05,전화,요금문의,15.0,완료,N,AG11,부산,프리미엄,N
SAT0275,CON0275,C105,2024-01-13,2,7,기대보다 별로였어요.,2024-01-11,채팅,요금문의,5.0,완료,N,AG15,부산,프리미엄,N
SAT0276,CON0276,C105,2024-09-09,3,6,해결은 됐는데 시간이 좀 걸렸어요.,2024-09-08,채팅,부가서비스,8.0,완료,N,AG03,부산,프리미엄,N
SAT0277,CON0277,C106,2024-02-13,3,9,,2024-02-11,전화,장애신고,20.0,완료,N,AG10,경기,베이직,N
SAT0278,CON0278,C106,2024-06-23,2,6,처리가 느렸어요.,2024-06-20,채팅,명의변경,14.0,재문의,N,AG07,경기,베이직,N
SAT0279,CON0279,C106,2024-03-20,4,8,대체로 만족스러웠어요.,2024-03-17,전화,명의변경,21.0,미해결,N,AG04,경기,베이직,N
SAT0280,CON0280,C107,2024-12-01,4,7,도움이 됐습니다.,2024-11-30,전화,장애신고,14.0,완료,N,AG14,경기,베이직,N
SAT0281,CON0281,C107,2024-08-02,3,5,해결은 됐는데 시간이 좀 걸렸어요.,2024-07-31,채팅,요금문의,5.0,완료,Y,AG17,경기,베이직,N
SAT0282,CON0282,C108,2024-03-30,4,8,상담사가 친절했어요.,2024-03-28,전화,요금문의,13.0,완료,N,AG16,서울,프리미엄,N
SAT0283,CON0283,C108,2024-04-09,4,6,상담사가 친절했어요.,2024-04-08,이메일,장애신고,,완료,Y,AG01,서울,프리미엄,N
SAT0284,CON0284,C108,2024-05-04,4,8,도움이 됐습니다.,2024-05-03,전화,장애신고,13.0,완료,N,AG06,서울,프리미엄,N
SAT0285,CON0285,C109,2024-07-27,1,0,전혀 해결이 안 됐어요.,2024-07-24,이메일,장애신고,,완료,N,AG14,경기,스탠다드,Y
SAT0286,CON0286,C109,2024-07-28,4,3,,2024-07-26,채팅,해지문의,6.0,재문의,N,AG20,경기,스탠다드,Y
SAT0287,CON0287,C110,2024-12-18,3,2,해결은 됐는데 시간이 좀 걸렸어요.,2024-12-17,채팅,부가서비스,8.0,완료,Y,AG13,경기,스탠다드,N
SAT0288,CON0288,C110,2024-05-19,3,6,해결은 됐는데 시간이 좀 걸렸어요.,2024-05-16,전화,기타,15.0,완료,N,AG07,경기,스탠다드,N
SAT0289,CON0289,C110,2024-09-12,5,0,정말 친절하게 도와주셔서 감사해요!,2024-09-11,채팅,기타,6.0,미해결,Y,AG16,경기,스탠다드,N
SAT0290,CON0290,C111,2024-11-19,3,7,해결은 됐는데 시간이 좀 걸렸어요.,2024-11-17,전화,해지문의,23.0,완료,N,AG17,부산,베이직,Y
SAT0291,CON0291,C111,2024-12-12,2,1,,2024-12-10,채팅,장애신고,4.0,완료,N,AG12,부산,베이직,Y
SAT0292,CON0292,C111,2024-12-11,2,0,기대보다 별로였어요.,2024-12-08,채팅,해지문의,14.0,완료,N,AG19,부산,베이직,Y
SAT0293,CON0293,C111,2024-11-19,3,6,보통이에요.,2024-11-17,채팅,해지문의,10.0,완료,N,AG04,부산,베이직,Y
SAT0294,CON0294,C112,2024-05-21,4,7,,2024-05-18,전화,해지문의,6.0,재문의,Y,AG15,부산,프리미엄,N
SAT0295,CON0295,C112,2024-01-27,5,5,,2024-01-24,앱,장애신고,7.0,재문의,N,AG09,부산,프리미엄,N
SAT0296,CON0296,C112,2024-09-07,3,4,,2024-09-04,이메일,기타,,재문의,Y,AG10,부산,프리미엄,N
SAT0297,CON0297,C113,2024-10-16,5,6,,2024-10-13,전화,부가서비스,17.0,완료,N,AG17,경기,베이직,N
SAT0298,CON0298,C113,2024-04-02,4,8,도움이 됐습니다.,2024-04-01,전화,장애신고,22.0,완료,N,AG19,경기,베이직,N
SAT0299,CON0299,C114,2024-11-30,3,7,그럭저럭이에요.,2024-11-29,전화,요금문의,20.0,완료,N,AG08,기타,베이직,N
SAT0300,CON0300,C114,2024-03-13,4,0,상담사가 친절했어요.,2024-03-11,이메일,해지문의,,완료,N,AG17,기타,베이직,N
SAT0301,CON0301,C114,2024-02-24,3,6,그럭저럭이에요.,2024-02-22,전화,명의변경,20.0,완료,N,AG03,기타,베이직,N
SAT0302,CON0302,C114,2024-01-06,4,3,상담사가 친절했어요.,2024-01-05,앱,요금문의,7.0,완료,Y,AG01,기타,베이직,N
SAT0303,CON0303,C115,2024-02-18,4,7,도움이 됐습니다.,2024-02-15,채팅,장애신고,8.0,미해결,N,AG04,경기,프리미엄,N
SAT0304,CON0304,C116,2024-07-23,5,6,빠른 처리에 매우 만족합니다.,2024-07-22,전화,부가서비스,22.0,완료,N,AG03,기타,베이직,N
SAT0305,CON0305,C117,2024-05-04,3,5,보통이에요.,2024-05-01,이메일,장애신고,,재문의,N,AG10,경기,프리미엄,N
SAT0306,CON0306,C117,2024-08-15,4,6,도움이 됐습니다.,2024-08-14,전화,요금문의,23.0,미해결,Y,AG10,경기,프리미엄,N
SAT0307,CON0307,C118,2024-06-13,4,8,상담사가 친절했어요.,2024-06-11,전화,해지문의,12.0,완료,N,AG16,경기,베이직,N
SAT0308,CON0308,C118,2024-04-03,2,4,기대보다 별로였어요.,2024-04-01,채팅,해지문의,5.0,완료,N,AG03,경기,베이직,N
SAT0309,CON0309,C118,2024-09-05,2,6,처리가 느렸어요.,2024-09-02,이메일,장애신고,,미해결,Y,AG03,경기,베이직,N
SAT0310,CON0310,C119,2024-02-01,3,7,보통이에요.,2024-01-29,채팅,부가서비스,8.0,재문의,N,AG09,대구,베이직,N
SAT0311,CON0311,C120,2024-09-12,2,4,개선이 필요한 것 같아요.,2024-09-09,이메일,장애신고,,미해결,Y,AG04,서울,베이직,N
SAT0312,CON0312,C120,2024-08-08,4,2,,2024-08-06,채팅,요금문의,10.0,재문의,N,AG12,서울,베이직,N
SAT0313,CON0313,C120,2024-10-06,2,5,,2024-10-04,채팅,해지문의,5.0,완료,N,AG15,서울,베이직,N
SAT0314,CON0314,C120,2024-08-13,3,6,,2024-08-11,채팅,해지문의,9.0,완료,N,AG12,서울,베이직,N
SAT0315,CON0315,C121,2024-09-21,2,3,기대보다 별로였어요.,2024-09-19,채팅,요금문의,9.0,재문의,N,AG19,서울,프리미엄,N
SAT0316,CON0316,C122,2024-10-06,4,7,도움이 됐습니다.,2024-10-04,채팅,요금문의,8.0,미해결,N,AG15,부산,베이직,N
SAT0317,CON0317,C122,2024-09-03,3,6,보통이에요.,2024-09-01,전화,장애신고,19.0,완료,N,AG09,부산,베이직,N
SAT0318,CON0318,C123,2024-04-11,3,6,해결은 됐는데 시간이 좀 걸렸어요.,2024-04-08,앱,해지문의,7.0,재문의,N,AG09,서울,베이직,N
SAT0319,CON0319,C123,2024-09-04,3,6,그럭저럭이에요.,2024-09-02,앱,해지문의,8.0,완료,N,AG08,서울,베이직,N
SAT0320,CON0320,C123,2024-03-01,3,3,그럭저럭이에요.,2024-02-27,채팅,요금문의,6.0,재문의,N,AG15,서울,베이직,N
SAT0321,CON0321,C124,2024-07-09,4,9,,2024-07-07,전화,부가서비스,12.0,완료,N,AG04,서울,베이직,N
SAT0322,CON0322,C124,2024-11-16,5,6,정말 친절하게 도와주셔서 감사해요!,2024-11-13,전화,요금문의,15.0,미해결,N,AG09,서울,베이직,N
SAT0323,CON0323,C124,2024-06-14,4,7,도움이 됐습니다.,2024-06-13,전화,부가서비스,27.0,재문의,N,AG10,서울,베이직,N
SAT0324,CON0324,C124,2024-04-06,4,6,대체로 만족스러웠어요.,2024-04-05,전화,기타,27.0,완료,N,AG04,서울,베이직,N
SAT0325,CON0325,C125,2024-12-04,3,8,해결은 됐는데 시간이 좀 걸렸어요.,2024-12-02,전화,해지문의,21.0,완료,N,AG06,기타,베이직,N
SAT0326,CON0326,C125,2024-04-13,3,5,해결은 됐는데 시간이 좀 걸렸어요.,2024-04-11,이메일,요금문의,,완료,Y,AG16,기타,베이직,N
SAT0327,CON0327,C125,2024-06-27,4,5,상담사가 친절했어요.,2024-06-26,채팅,장애신고,6.0,완료,N,AG10,기타,베이직,N
SAT0328,CON0328,C125,2024-08-19,3,3,보통이에요.,2024-08-17,채팅,요금문의,7.0,완료,N,AG12,기타,베이직,N
SAT0329,CON0329,C126,2024-12-24,3,5,,2024-12-23,채팅,장애신고,6.0,완료,Y,AG18,기타,스탠다드,N
SAT0330,CON0330,C126,2024-11-14,4,4,도움이 됐습니다.,2024-11-13,이메일,요금문의,,완료,N,AG03,기타,스탠다드,N
SAT0331,CON0331,C126,2024-07-19,2,7,,2024-07-17,채팅,해지문의,9.0,완료,N,AG17,기타,스탠다드,N
SAT0332,CON0332,C127,2024-08-07,3,7,해결은 됐는데 시간이 좀 걸렸어요.,2024-08-04,채팅,장애신고,9.0,완료,N,AG13,기타,스탠다드,Y
SAT0333,CON0333,C127,2024-09-15,3,2,해결은 됐는데 시간이 좀 걸렸어요.,2024-09-12,전화,해지문의,24.0,완료,N,AG08,기타,스탠다드,Y
SAT0334,CON0334,C127,2024-08-16,3,6,보통이에요.,2024-08-14,전화,요금문의,16.0,완료,N,AG15,기타,스탠다드,Y
SAT0335,CON0335,C127,2024-09-06,2,2,개선이 필요한 것 같아요.,2024-09-03,이메일,장애신고,,완료,N,AG02,기타,스탠다드,Y
SAT0336,CON0336,C127,2024-08-04,4,7,,2024-08-02,채팅,장애신고,7.0,재문의,N,AG20,기타,스탠다드,Y
SAT0337,CON0337,C128,2024-05-17,2,5,처리가 느렸어요.,2024-05-14,채팅,부가서비스,8.0,완료,N,AG13,부산,스탠다드,Y
SAT0338,CON0338,C128,2024-07-01,3,1,,2024-06-30,채팅,요금문의,10.0,완료,N,AG06,부산,스탠다드,Y
SAT0339,CON0339,C128,2024-06-04,2,4,개선이 필요한 것 같아요.,2024-06-02,이메일,해지문의,,재문의,Y,AG02,부산,스탠다드,Y
SAT0340,CON0340,C128,2024-06-20,1,4,다음엔 이용하고 싶지 않아요.,2024-06-19,채팅,장애신고,5.0,미해결,N,AG03,부산,스탠다드,Y
SAT0341,CON0341,C128,2024-06-20,2,2,기대보다 별로였어요.,2024-06-19,이메일,요금문의,,완료,N,AG11,부산,스탠다드,Y
SAT0342,CON0342,C129,2024-06-02,3,6,보통이에요.,2024-05-31,전화,장애신고,15.0,완료,N,AG01,경기,베이직,Y
SAT0343,CON0343,C129,2024-06-16,4,4,,2024-06-15,이메일,기타,,완료,N,AG06,경기,베이직,Y
SAT0344,CON0344,C129,2024-05-17,5,3,빠른 처리에 매우 만족합니다.,2024-05-14,전화,해지문의,14.0,완료,N,AG07,경기,베이직,Y
SAT0345,CON0345,C129,2024-06-26,1,3,너무 불만족스러워요.,2024-06-24,채팅,해지문의,7.0,완료,N,AG03,경기,베이직,Y
SAT0346,CON0346,C129,2024-05-13,3,1,,2024-05-12,채팅,부가서비스,9.0,완료,N,AG15,경기,베이직,Y
SAT0347,CON0347,C130,2024-06-02,1,0,너무 불만족스러워요.,2024-06-01,이메일,해지문의,,완료,Y,AG10,경기,스탠다드,Y
SAT0348,CON0348,C130,2024-06-19,2,2,,2024-06-16,전화,장애신고,15.0,완료,N,AG11,경기,스탠다드,Y
SAT0349,CON0349,C130,2024-05-04,3,4,그럭저럭이에요.,2024-05-03,이메일,요금문의,,재문의,N,AG07,경기,스탠다드,Y
SAT0350,CON0350,C131,2024-08-03,3,4,그럭저럭이에요.,2024-08-01,전화,요금문의,16.0,완료,N,AG09,부산,베이직,Y
SAT0351,CON0351,C131,2024-08-23,1,1,전혀 해결이 안 됐어요.,2024-08-20,채팅,장애신고,9.0,미해결,N,AG07,부산,베이직,Y
SAT0352,CON0352,C131,2024-09-03,4,0,도움이 됐습니다.,2024-08-31,앱,해지문의,9.0,완료,N,AG13,부산,베이직,Y
SAT0353,CON0353,C131,2024-08-11,5,6,문제가 바로 해결됐어요. 최고입니다.,2024-08-09,앱,요금문의,6.0,재문의,Y,AG15,부산,베이직,Y
SAT0354,CON0354,C131,2024-08-30,2,2,,2024-08-27,전화,해지문의,7.0,완료,N,AG10,부산,베이직,Y
SAT0355,CON0355,C131,2024-08-16,2,0,처리가 느렸어요.,2024-08-14,이메일,부가서비스,,완료,Y,AG04,부산,베이직,Y
SAT0356,CON0356,C131,2024-07-24,4,5,상담사가 친절했어요.,2024-07-21,전화,해지문의,14.0,재문의,N,AG10,부산,베이직,Y
SAT0357,CON0357,C132,2024-10-22,4,6,대체로 만족스러웠어요.,2024-10-21,채팅,해지문의,7.0,완료,N,AG07,경기,프리미엄,N
SAT0358,CON0358,C133,2024-06-04,5,4,정말 친절하게 도와주셔서 감사해요!,2024-06-02,전화,장애신고,12.0,완료,N,AG08,서울,프리미엄,N
SAT0359,CON0359,C133,2024-08-28,3,5,그럭저럭이에요.,2024-08-27,채팅,장애신고,11.0,완료,N,AG18,서울,프리미엄,N
SAT0360,CON0360,C133,2024-10-10,2,6,,2024-10-09,채팅,요금문의,10.0,완료,Y,AG18,서울,프리미엄,N
SAT0361,CON0361,C133,2024-11-01,3,9,보통이에요.,2024-10-31,전화,요금문의,17.0,완료,N,AG13,서울,프리미엄,N
SAT0362,CON0362,C134,2024-10-29,3,7,그럭저럭이에요.,2024-10-26,채팅,장애신고,6.0,완료,N,AG13,경기,베이직,Y
SAT0363,CON0363,C134,2024-10-22,3,6,보통이에요.,2024-10-21,채팅,요금문의,11.0,완료,N,AG09,경기,베이직,Y
SAT0364,CON0364,C134,2024-12-08,2,0,,2024-12-05,채팅,명의변경,7.0,미해결,N,AG02,경기,베이직,Y
SAT0365,CON0365,C134,2024-12-11,3,4,그럭저럭이에요.,2024-12-09,이메일,부가서비스,,완료,N,AG19,경기,베이직,Y
SAT0366,CON0366,C135,2024-12-23,2,2,기대보다 별로였어요.,2024-12-21,채팅,요금문의,4.0,완료,N,AG12,서울,베이직,N
SAT0367,CON0367,C135,2024-05-19,3,6,,2024-05-17,채팅,장애신고,6.0,재문의,Y,AG16,서울,베이직,N
SAT0368,CON0368,C136,2024-01-14,5,8,문제가 바로 해결됐어요. 최고입니다.,2024-01-12,전화,기타,20.0,완료,N,AG18,경기,베이직,N
SAT0369,CON0369,C136,2024-01-24,1,4,너무 불만족스러워요.,2024-01-21,이메일,요금문의,,재문의,N,AG02,경기,베이직,N
SAT0370,CON0370,C136,2024-08-28,5,7,문제가 바로 해결됐어요. 최고입니다.,2024-08-26,전화,장애신고,11.0,완료,N,AG08,경기,베이직,N
SAT0371,CON0371,C137,2024-06-10,4,8,상담사가 친절했어요.,2024-06-09,채팅,명의변경,8.0,완료,N,AG02,경기,스탠다드,N
SAT0372,CON0372,C137,2024-01-16,3,8,그럭저럭이에요.,2024-01-14,채팅,부가서비스,12.0,미해결,Y,AG12,경기,스탠다드,N
SAT0373,CON0373,C137,2024-09-06,3,7,보통이에요.,2024-09-04,채팅,요금문의,5.0,완료,N,AG11,경기,스탠다드,N
SAT0374,CON0374,C137,2024-11-14,2,6,처리가 느렸어요.,2024-11-13,채팅,해지문의,2.0,미해결,N,AG11,경기,스탠다드,N
SAT0375,CON0375,C138,2024-06-26,4,5,도움이 됐습니다.,2024-06-23,앱,요금문의,5.0,완료,N,AG12,기타,스탠다드,N
SAT0376,CON0376,C138,2024-06-08,4,5,,2024-06-06,전화,장애신고,24.0,재문의,N,AG06,기타,스탠다드,N
